rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_with_next_rental_in_minutes
537290,340112,mobile,ended,83.0,539219.0,300.0,
537293,382861,mobile,ended,13.0,,,
537359,375128,mobile,ended,402.0,,,
537402,390479,mobile,ended,373.0,,,
537448,373430,mobile,ended,20.0,,,
537458,396840,mobile,ended,-39.0,,,
537598,338935,mobile,ended,188.0,537023.0,60.0,
537603,297202,mobile,ended,-124.0,,,
537838,399567,mobile,ended,-119.0,,,
537855,225243,mobile,ended,73.0,,,
538058,326824,mobile,ended,16.0,,,
538343,347128,mobile,ended,-17.0,,,
538523,364583,mobile,ended,-29.0,,,
538573,381357,mobile,ended,14.0,,,
538606,321170,mobile,ended,-29.0,,,
538630,298117,connect,ended,2.0,,,150.0
538802,313432,mobile,ended,16.0,,,
539103,314308,mobile,ended,38.0,,,
539144,282032,mobile,ended,31.0,,,
539548,377144,mobile,ended,3713.0,,,
539565,369493,mobile,ended,-85.0,,,
539674,344254,connect,ended,125.0,541533.0,60.0,180.0
539676,398002,mobile,ended,75.0,,,
539826,395514,mobile,ended,-4.0,,,
539904,335258,mobile,ended,56.0,,,
539948,374347,mobile,ended,55.0,,,
539998,364523,mobile,ended,0.0,,,
540019,376556,connect,ended,-30.0,,,
540113,307470,mobile,ended,-153.0,,,
540265,404448,mobile,ended,25.0,,,
540311,241021,connect,ended,48.0,,,30.0
540568,334027,mobile,ended,-115.0,,,
540607,382364,mobile,ended,1.0,,,0.0
540690,302441,mobile,ended,-9.0,,,
540696,402469,mobile,ended,-109.0,,,510.0
540722,321069,mobile,ended,224.0,512562.0,360.0,
540724,370416,connect,ended,-29.0,,,
540787,334533,mobile,ended,-2.0,,,
540817,383344,connect,ended,105.0,,,
540846,351549,connect,ended,-152.0,,,
540856,331337,connect,ended,51.0,,,
537730,167016,mobile,ended,16.0,,,
537854,226512,mobile,ended,-4.0,,,
537908,405938,mobile,ended,-8.0,,,
538122,386747,mobile,ended,-32.0,,,
538160,216701,mobile,ended,-21.0,524146.0,90.0,
538422,248300,connect,ended,-400.0,,,
538536,389087,mobile,ended,694.0,,,
538562,362030,mobile,ended,246.0,,,
538826,274943,mobile,ended,-20.0,,,
539019,376764,mobile,ended,197.0,,,
539072,406418,mobile,ended,94.0,,,
539102,373582,mobile,ended,-214.0,,,
539153,173357,mobile,ended,3.0,,,
539191,391475,mobile,ended,-122.0,,,
539292,300610,mobile,ended,8.0,,,
539324,318033,mobile,ended,-797.0,,,
539639,382391,mobile,ended,-11.0,,,
539712,274001,mobile,ended,134.0,,,120.0
539746,331417,mobile,ended,55.0,,,
539748,280936,mobile,ended,12.0,,,
539777,395700,mobile,ended,2537.0,,,
539849,400177,mobile,ended,395.0,,,
539868,378413,mobile,ended,8.0,,,
539929,394380,mobile,ended,2.0,,,
539970,329769,mobile,ended,1.0,,,
540031,364520,mobile,ended,-5.0,,,
540050,405732,mobile,ended,71.0,,,
540263,335276,connect,ended,-43.0,,,
540267,295609,mobile,ended,-16.0,,,
540268,189312,mobile,ended,439.0,,,
540303,387284,mobile,ended,13.0,,,
540320,317683,mobile,ended,320.0,,,
540361,261023,mobile,ended,1380.0,,,
540404,374486,mobile,ended,-88.0,,,
540418,404182,mobile,ended,24.0,,,
540475,341630,mobile,ended,-9.0,,,
540546,347934,connect,ended,-359.0,,,
540583,194340,connect,ended,-133.0,541969.0,30.0,
540626,348082,mobile,ended,127.0,,,
540700,364546,mobile,ended,14.0,,,
540827,369881,connect,ended,-13.0,,,
540829,365531,mobile,ended,155.0,,,
540844,373327,mobile,ended,119.0,,,
540952,389785,connect,ended,-295.0,527270.0,540.0,
540997,342835,mobile,ended,100.0,,,
541002,317303,mobile,ended,19.0,,,120.0
541128,401390,mobile,ended,120.0,,,
541407,409854,mobile,ended,69.0,,,
541481,335276,connect,ended,-168.0,,,
541631,343808,connect,ended,195.0,,,
541821,380847,mobile,ended,39.0,,,
541826,404130,connect,ended,97.0,543513.0,30.0,90.0
541949,246707,mobile,ended,-6.0,,,
541952,407813,mobile,ended,-96.0,,,
541968,407533,mobile,ended,456.0,,,
541986,356123,mobile,ended,-71.0,,,
542098,293677,mobile,ended,-82.0,,,
542329,349281,mobile,ended,-30.0,,,
542457,369167,mobile,ended,62.0,,,
542459,405912,mobile,ended,-28.0,,,
542612,166031,mobile,ended,1788.0,,,
542753,228659,mobile,ended,154.0,,,
542822,308414,mobile,ended,1071.0,,,
542974,359645,mobile,ended,-9.0,,,
543053,394137,mobile,ended,1308.0,,,
543124,363658,mobile,ended,146.0,542107.0,180.0,
543200,379829,mobile,ended,249.0,,,
543327,403920,mobile,ended,5.0,,,
543406,269550,mobile,ended,-70.0,,,
543476,385774,mobile,ended,63.0,,,
543810,397027,mobile,ended,-21.0,,,
543907,375047,connect,ended,-2.0,,,
544054,334511,mobile,ended,-170.0,,,
544145,316817,mobile,ended,-325.0,,,
544234,406126,connect,ended,-34.0,,,
544283,369608,mobile,ended,48.0,,,
544337,311923,connect,ended,21.0,563869.0,510.0,600.0
544376,373233,mobile,ended,121.0,544861.0,60.0,
544386,356673,mobile,ended,244.0,,,
544425,264086,mobile,ended,23.0,,,
544492,392813,mobile,ended,-89.0,,,
544656,336676,mobile,ended,27.0,,,
544669,359719,mobile,ended,11.0,,,
544746,331505,mobile,ended,-70.0,,,
565705,393328,mobile,ended,837.0,,,
565767,338942,mobile,ended,-69.0,,,
565780,388203,mobile,ended,120.0,,,
565800,359884,mobile,ended,28.0,,,
565841,245752,mobile,ended,-73.0,,,
565977,398661,mobile,ended,-61.0,,,
566035,329718,mobile,ended,-17.0,,,120.0
566060,394656,connect,ended,5.0,564793.0,240.0,
566083,414063,mobile,ended,89.0,,,
566254,388585,mobile,ended,65.0,,,
566366,362219,mobile,ended,1613.0,,,
566500,410151,mobile,ended,93.0,,,
566529,403962,connect,ended,142.0,,,
567063,388268,mobile,ended,8.0,,,
567103,193151,connect,ended,4.0,,,
567206,383065,mobile,ended,3349.0,,,
567385,338249,mobile,ended,441.0,,,
567427,373305,connect,ended,46.0,,,
567571,395548,mobile,ended,7.0,,,
567586,352211,mobile,ended,-43.0,,,
567751,356551,connect,ended,30.0,,,
567826,410876,mobile,ended,127.0,,,
567838,381012,mobile,ended,-10.0,,,
551477,299876,mobile,ended,4266.0,,,
551614,394286,mobile,ended,-81.0,,,
551624,406078,mobile,ended,16.0,,,
552164,386784,mobile,ended,-22.0,,,
552250,409539,mobile,ended,100.0,560505.0,600.0,
552336,296021,connect,ended,56.0,,,
552343,226909,mobile,ended,121.0,,,
552352,375220,mobile,ended,-639.0,,,
552356,411803,mobile,ended,-13.0,,,
552411,276924,mobile,ended,54.0,,,
552544,341648,mobile,ended,-545.0,557072.0,330.0,
552761,317956,mobile,ended,-77.0,,,
552843,267350,mobile,ended,-608.0,,,
553077,379894,mobile,ended,500.0,,,
553229,308974,mobile,ended,-998.0,,,
553368,373025,mobile,ended,8.0,,,
553406,382901,mobile,ended,30.0,,,
553446,294959,mobile,ended,-1.0,,,
553462,401375,mobile,ended,-15.0,,,
553474,250644,mobile,ended,17.0,,,
553553,408883,mobile,ended,8.0,564585.0,0.0,
553689,245752,mobile,ended,-14.0,,,
554110,404128,connect,ended,147.0,,,
554167,273281,connect,ended,-62.0,,,
554334,405490,mobile,ended,37.0,,,
554385,412917,mobile,ended,0.0,,,660.0
554529,401848,mobile,ended,95.0,,,
554630,272590,connect,ended,-10.0,,,
554721,352221,mobile,ended,182.0,,,
554906,369483,mobile,ended,11.0,,,
555045,401095,mobile,ended,108.0,,,
555064,320157,mobile,ended,-6.0,,,
555269,374676,mobile,ended,-113.0,,,
555327,265989,mobile,ended,20.0,,,
555393,399863,mobile,ended,32.0,,,
555473,359175,mobile,ended,364.0,,,
555527,273988,mobile,ended,24.0,,,
555592,362187,connect,ended,-106.0,,,60.0
555608,404424,mobile,ended,29.0,,,
555654,379307,mobile,ended,-10.0,,,
555709,282032,mobile,ended,52.0,,,
555754,385627,connect,ended,-507.0,,,
555876,382821,connect,ended,36.0,,,
555930,389219,mobile,ended,-144.0,,,
555944,176702,connect,ended,15.0,,,
556104,360493,mobile,ended,4.0,,,
556154,365625,mobile,ended,-11.0,,,
556176,369200,connect,ended,101.0,,,
556339,399219,mobile,ended,-185.0,,,
556457,397599,mobile,ended,10.0,,,
556555,389728,mobile,ended,-447.0,,,
556660,403040,mobile,ended,-68.0,,,
556756,291307,mobile,ended,79.0,,,
556856,374923,mobile,ended,-20.0,,,
557022,407820,mobile,ended,5.0,,,
557068,353425,connect,ended,30.0,,,90.0
557097,357530,connect,ended,-49.0,,,690.0
557216,374850,mobile,ended,16.0,,,
557268,329422,mobile,ended,-3.0,,,
537765,391912,mobile,ended,-44.0,,,
537844,335239,mobile,ended,-55.0,,,
537847,395324,mobile,ended,-138.0,,,
537953,340333,connect,ended,-13.0,,,300.0
538039,351611,mobile,ended,26.0,,,
538053,353795,mobile,ended,-1.0,,,
538200,407944,mobile,ended,17.0,,,
538211,280805,connect,ended,-195.0,530261.0,60.0,
538226,305664,mobile,ended,6.0,,,
538265,381481,mobile,ended,-37.0,,,
538284,352393,connect,ended,4.0,,,
539300,351319,mobile,ended,-77.0,535020.0,0.0,
539365,377509,mobile,ended,28.0,,,60.0
539418,309209,connect,ended,110.0,,,
539512,382854,mobile,ended,-16.0,,,
539531,289103,mobile,ended,-62.0,,,
539577,387318,mobile,ended,109.0,,,
539612,395483,mobile,ended,182.0,,,
539910,357007,mobile,ended,-48.0,,,
539943,341498,mobile,ended,19.0,,,
539980,350650,mobile,ended,-72.0,,,
540076,399692,mobile,ended,19.0,,,
540107,179982,connect,ended,-12.0,,,
540199,312078,connect,ended,-19.0,538207.0,0.0,
540256,270139,mobile,ended,15.0,,,
540290,402505,mobile,ended,-28.0,,,
540417,409801,mobile,ended,5.0,,,
540444,409676,mobile,ended,131.0,,,180.0
540449,342859,mobile,ended,54.0,,,
540593,399347,mobile,ended,68.0,,,
540838,336498,mobile,ended,-14.0,,,
540921,173598,connect,ended,52.0,,,
540951,248539,mobile,ended,41.0,,,
540955,274949,mobile,ended,3.0,,,
541038,409082,mobile,ended,2.0,,,
541111,403433,mobile,ended,-236.0,,,
541143,387753,connect,ended,-82.0,539236.0,510.0,
541164,315030,mobile,ended,158.0,,,
541392,386181,mobile,ended,339.0,,,
541456,410089,mobile,ended,-171.0,,,
541640,391338,mobile,ended,-28.0,534025.0,60.0,
541675,293523,mobile,ended,0.0,,,
541793,328476,mobile,ended,14.0,,,
541868,404905,mobile,ended,-10.0,,,
541927,392814,mobile,ended,5.0,,,
542000,358856,mobile,ended,-14.0,,,
542164,301228,mobile,ended,-25.0,,,540.0
542234,341040,mobile,ended,71.0,,,
542249,397838,mobile,ended,-84.0,,,90.0
542269,379307,mobile,ended,29.0,,,
542271,315710,mobile,ended,416.0,,,
542340,369516,mobile,ended,-75.0,,,
542354,367983,mobile,ended,866.0,,,
542404,410404,mobile,ended,114.0,,,
542499,297202,mobile,ended,21.0,,,
542530,332582,connect,ended,-199.0,,,
542623,373791,mobile,ended,26.0,,,
542700,326263,mobile,ended,4.0,,,
542801,345865,connect,ended,-32.0,537406.0,90.0,
542830,328900,connect,ended,265.0,508109.0,0.0,
542956,405054,mobile,ended,23.0,,,
543115,381914,mobile,ended,7.0,541395.0,300.0,
543127,356551,connect,ended,55.0,,,
543158,401839,mobile,ended,174.0,,,
543276,324076,mobile,ended,17.0,,,
543401,215979,mobile,ended,13.0,542150.0,210.0,
543447,379387,mobile,ended,-36.0,,,
543451,374347,mobile,ended,-38.0,,,
543559,392241,connect,ended,42.0,538768.0,120.0,
543809,402528,connect,ended,-1011.0,,,
543838,388771,mobile,ended,133.0,,,
543858,396183,mobile,ended,-43.0,,,
544031,403430,mobile,ended,-249.0,,,
544325,376605,connect,ended,54.0,,,
544341,244888,mobile,ended,33.0,,,
544394,271227,mobile,ended,362.0,,,
544430,374057,mobile,ended,22.0,,,
544483,340060,mobile,ended,-43.0,,,
544490,333460,mobile,ended,38.0,,,
544491,328135,connect,ended,4.0,,,
544523,194600,mobile,ended,-118.0,,,
544566,355444,connect,ended,-39.0,541239.0,150.0,
544598,175887,connect,ended,101.0,,,
544602,313955,mobile,ended,42.0,,,300.0
544627,216199,mobile,ended,323.0,,,
544790,380223,mobile,ended,-4.0,,,
544817,363658,mobile,ended,-6.0,,,
544979,392479,mobile,ended,183.0,547804.0,120.0,
544998,365625,mobile,ended,0.0,,,
545004,375337,mobile,ended,6.0,,,
545193,381857,connect,ended,17.0,,,
544927,388991,mobile,ended,-30.0,,,
544947,392368,connect,ended,-42.0,553290.0,720.0,
544981,353425,connect,ended,62.0,,,
545024,194117,mobile,ended,6.0,,,
545077,284329,mobile,ended,9.0,,,
545083,386978,mobile,ended,30.0,,,
545085,399692,mobile,ended,-55.0,,,
545147,301389,connect,ended,9.0,,,
545207,407411,mobile,ended,-89.0,532724.0,570.0,
545213,401673,mobile,ended,-355.0,,,
545281,399666,mobile,ended,50.0,,,
545296,352924,mobile,ended,-11.0,,,
545398,298429,connect,ended,3.0,,,
545428,376442,mobile,ended,12.0,,,
545440,408237,mobile,ended,23.0,,,
545466,377658,mobile,ended,232.0,,,
545535,402674,mobile,ended,-53.0,,,
545618,305525,connect,ended,43.0,543394.0,570.0,
545858,252216,mobile,ended,33.0,,,
546078,378264,mobile,ended,286.0,,,
546196,406563,mobile,ended,621.0,,,
546411,292319,connect,ended,-2.0,,,
546468,394543,mobile,ended,-40.0,,,60.0
546478,270935,mobile,ended,8.0,,,300.0
546532,407632,mobile,ended,6.0,546199.0,720.0,
546650,309164,mobile,ended,4209.0,,,
546661,389258,mobile,ended,-12.0,,,
546684,344815,connect,ended,-49.0,,,
546849,363037,mobile,ended,-2.0,,,
546867,325329,mobile,ended,14.0,,,
546970,340699,mobile,ended,-116.0,,,
547130,411325,mobile,ended,22.0,545629.0,0.0,
547247,372779,mobile,ended,2.0,,,240.0
547311,374809,connect,ended,7.0,539330.0,90.0,240.0
547332,371354,connect,ended,-169.0,,,
547360,328780,mobile,ended,-28.0,,,
547417,396010,mobile,ended,52.0,,,
547465,403863,mobile,ended,-359.0,,,
547522,366199,connect,ended,-1172.0,,,120.0
547531,309343,mobile,ended,13.0,,,
547595,399347,mobile,ended,-151.0,,,
547935,267224,mobile,ended,58.0,,,
548076,351546,connect,ended,50.0,,,
548203,411458,mobile,ended,14.0,,,
548239,411241,mobile,ended,10.0,,,
548254,405652,mobile,ended,10.0,,,
548508,179947,mobile,ended,-50.0,,,
548537,366310,mobile,ended,78.0,,,
548583,208090,mobile,ended,138.0,,,
548585,393083,mobile,ended,-8.0,,,
548618,326888,mobile,ended,349.0,,,
548655,272430,connect,ended,-26.0,,,
548699,364996,mobile,ended,118.0,,,
548780,254689,connect,ended,-2.0,,,
548982,263494,mobile,ended,3.0,,,
549108,407965,mobile,ended,6.0,,,
549115,373316,mobile,ended,8.0,,,
549225,212965,connect,ended,-2.0,,,
549242,319807,mobile,ended,-99.0,,,
549332,303930,mobile,ended,53.0,,,630.0
549525,390213,mobile,ended,-44.0,,,
549535,401281,connect,ended,-68.0,530729.0,690.0,
549619,402469,mobile,ended,93.0,,,
549694,292634,mobile,ended,36.0,,,
549771,358082,connect,ended,-97.0,,,90.0
549886,391747,mobile,ended,-813.0,,,
549915,411776,mobile,ended,118.0,,,
549949,333994,mobile,ended,133.0,,,
550055,403896,mobile,ended,-78.0,,,
550157,299629,mobile,ended,-5.0,,,
550184,368213,mobile,ended,167.0,,,
550277,375128,connect,ended,-28.0,549044.0,240.0,
550384,357530,connect,ended,-46.0,,,
550439,317298,connect,ended,-158.0,,,
550556,385006,connect,ended,5.0,,,
550566,373889,mobile,ended,70.0,542811.0,120.0,
550654,357007,mobile,ended,30.0,508605.0,30.0,
550760,402111,mobile,ended,4.0,,,
551011,179573,mobile,ended,836.0,,,
551160,383949,mobile,ended,-52.0,545467.0,90.0,
551206,313666,mobile,ended,393.0,,,
551285,189312,mobile,ended,4.0,,,
551300,321024,mobile,ended,-13.0,,,
551424,383344,connect,ended,41.0,,,
551572,308620,mobile,ended,-7.0,,,
551723,350981,mobile,ended,736.0,,,
551837,394400,connect,ended,-53.0,,,
551949,409570,mobile,ended,5.0,,,
551987,341840,mobile,ended,68.0,529556.0,150.0,
552047,274943,mobile,ended,28.0,,,
552200,371520,mobile,ended,10.0,,,
552298,256584,connect,ended,42.0,,,
552311,401387,mobile,ended,0.0,,,
552360,247185,mobile,ended,108.0,,,
540881,374486,mobile,ended,21.0,,,
540933,390729,mobile,ended,-14.0,,,0.0
541053,377924,mobile,ended,-126.0,,,
541063,389395,mobile,ended,-21.0,,,
541223,295415,mobile,ended,158.0,,,390.0
541364,406554,mobile,ended,16.0,,,
541646,364890,mobile,ended,621.0,538703.0,210.0,
541663,349743,mobile,ended,12.0,,,
541751,394928,connect,ended,-47.0,544799.0,600.0,
541823,359021,mobile,ended,131.0,,,
541871,408408,mobile,ended,851.0,,,
541929,210381,mobile,ended,174.0,,,
542016,292580,mobile,ended,38.0,,,
542084,270141,mobile,ended,467.0,,,
542097,358768,mobile,ended,-4.0,,,
542302,346640,mobile,ended,69.0,,,
542356,396378,mobile,ended,21.0,,,
542360,385999,mobile,ended,-11.0,,,
542379,381512,mobile,ended,-83.0,,,
542467,410500,mobile,ended,50.0,,,
542508,406062,mobile,ended,-47.0,,,
542552,386934,mobile,ended,45.0,,,
542566,295860,mobile,ended,316.0,,,300.0
542579,404725,mobile,ended,26.0,,,
542589,307768,mobile,ended,1.0,,,
542613,241021,connect,ended,87.0,,,
542625,382823,mobile,ended,-59.0,,,
542665,189248,connect,ended,30.0,,,
542675,377746,mobile,ended,-16.0,,,
542743,403100,connect,ended,-12.0,,,
542907,387047,mobile,ended,-101.0,,,
542997,402845,mobile,ended,558.0,,,
543007,322384,mobile,ended,-41.0,,,
543349,385011,connect,ended,-126.0,,,
543410,190089,mobile,ended,-24.0,,,
543631,410841,mobile,ended,72.0,,,
543788,377071,mobile,ended,0.0,538874.0,30.0,
543917,379208,mobile,ended,67.0,,,
544048,285007,mobile,ended,64.0,,,
544052,409473,mobile,ended,-10.0,,,
544062,369856,mobile,ended,-165.0,,,
544198,263232,mobile,ended,83.0,538218.0,300.0,
544268,385128,mobile,ended,0.0,,,
544312,335572,mobile,ended,468.0,,,
544411,334822,mobile,ended,19.0,,,
544567,194384,connect,ended,-14.0,,,
544596,319419,mobile,ended,-146.0,,,
544682,275933,mobile,ended,-7.0,,,
544693,310376,mobile,ended,7.0,,,
544741,374290,mobile,ended,-36.0,532043.0,180.0,
545070,398326,mobile,ended,0.0,544957.0,270.0,
545175,245738,mobile,ended,68.0,,,
545220,408862,mobile,ended,176.0,,,
545222,370797,mobile,ended,211.0,,,
545233,366371,connect,ended,-81.0,517688.0,720.0,
545261,366371,connect,ended,406.0,,,
545468,309506,mobile,ended,66.0,,,
545655,360929,mobile,ended,-101.0,,,
545666,355041,mobile,ended,52.0,,,
545673,310576,connect,ended,92.0,,,
545729,410606,mobile,ended,5.0,,,
545871,340616,connect,ended,-464.0,,,
546056,408509,mobile,ended,72.0,549516.0,120.0,
546152,348482,connect,ended,37.0,,,
546263,221830,mobile,ended,-21.0,,,600.0
546349,388813,mobile,ended,26.0,,,
546414,404595,mobile,ended,20.0,,,
546496,403009,mobile,ended,-9.0,,,
546576,392882,mobile,ended,91.0,,,
546670,333303,mobile,ended,-84.0,,,
546698,407820,mobile,ended,35.0,,,
546763,392393,mobile,ended,193.0,,,
546770,316656,mobile,ended,16.0,,,
546832,230201,connect,ended,-8.0,,,0.0
547201,312118,mobile,ended,-33.0,,,
547335,395769,mobile,ended,24.0,,,
547731,360418,mobile,ended,2.0,,,
547889,336935,connect,ended,-1250.0,,,
548009,383392,mobile,ended,305.0,,,
548048,251447,connect,ended,-27.0,,,0.0
548089,376150,mobile,ended,252.0,,,
548096,348824,mobile,ended,113.0,,,
548159,334648,connect,ended,326.0,,,
548276,409230,mobile,ended,88.0,,,
548297,351162,connect,ended,-63.0,,,
548307,404571,mobile,ended,-4.0,532798.0,90.0,
548356,409676,mobile,ended,49.0,,,
548359,407798,mobile,ended,875.0,,,
557573,311943,mobile,ended,-3.0,,,
557600,409615,mobile,ended,215.0,,,
557700,380128,mobile,ended,315.0,,,360.0
558049,175887,connect,ended,32.0,,,720.0
558070,378239,mobile,ended,36.0,,,
558137,352749,mobile,ended,-568.0,,,
558168,298474,mobile,ended,6.0,,,
558225,337414,connect,ended,-328.0,,,
558232,187183,mobile,ended,-73.0,,,
558392,348400,mobile,ended,-1192.0,,,
558441,358225,mobile,ended,4.0,552053.0,0.0,
558555,245119,mobile,ended,71.0,,,
558639,409595,mobile,ended,-135.0,,,
558699,226690,mobile,ended,443.0,,,
558811,414498,mobile,ended,-61.0,,,
558816,340394,mobile,ended,17.0,,,
558927,389565,mobile,ended,-81.0,,,
558961,414139,mobile,ended,1326.0,,,
558984,392151,mobile,ended,4.0,,,
559019,294327,connect,ended,4.0,,,
559099,373661,mobile,ended,-68.0,,,
559153,173712,mobile,ended,51.0,,,
559198,322025,mobile,ended,39.0,,,
559361,354895,mobile,ended,32.0,,,
559390,397599,mobile,ended,-159.0,,,630.0
559418,413538,mobile,ended,25.0,,,
559427,404731,mobile,ended,105.0,,,
559629,334822,mobile,ended,-44.0,,,
559713,412869,mobile,ended,2.0,,,
559880,321010,mobile,ended,-7.0,,,
559948,300218,mobile,ended,-19.0,,,
559976,344254,connect,ended,51.0,558129.0,60.0,
560041,364124,mobile,ended,43.0,,,
560127,292467,mobile,ended,35.0,,,
560195,309209,connect,ended,-10.0,,,
560403,247414,mobile,ended,93.0,,,
560510,349006,mobile,ended,180.0,,,
560512,388805,mobile,ended,-9.0,,,
560574,310661,mobile,ended,-2.0,,,60.0
560749,404778,mobile,ended,114.0,,,
545322,356106,connect,ended,-55.0,,,270.0
545459,301301,connect,ended,5.0,,,
545504,377781,mobile,ended,38.0,,,
545518,371672,mobile,ended,23.0,,,
545594,392479,mobile,ended,22.0,538397.0,570.0,720.0
545614,368677,mobile,ended,60.0,,,
545750,393968,connect,ended,-11.0,548306.0,600.0,
545901,358283,mobile,ended,-56.0,,,
545915,356695,mobile,ended,-39.0,,,
545916,307364,connect,ended,-77.0,545822.0,30.0,
546070,313952,mobile,ended,238.0,569185.0,570.0,
546187,373700,mobile,ended,-87.0,,,
546298,310003,mobile,ended,0.0,,,
546357,270091,mobile,ended,-4.0,,,60.0
546457,380478,mobile,ended,697.0,,,
546696,319365,mobile,ended,3.0,,,
547050,348294,connect,ended,-38.0,,,
547139,403991,mobile,ended,43.0,,,
547422,312118,mobile,ended,-59.0,,,
547492,277629,mobile,ended,1.0,,,
547765,362199,connect,ended,-45.0,,,
547845,410832,mobile,ended,2.0,,,
547872,338243,connect,ended,83.0,549555.0,600.0,
547905,280886,connect,ended,201.0,,,
548098,383485,mobile,ended,72.0,,,
548110,379908,mobile,ended,-52.0,542260.0,720.0,
548237,283480,mobile,ended,7.0,,,
548448,310636,connect,ended,29.0,,,
548604,404192,mobile,ended,156.0,,,
548678,317652,connect,ended,-281.0,,,
548681,397027,mobile,ended,10.0,,,
548682,319879,mobile,ended,33.0,,,
548769,269549,mobile,ended,-49.0,,,
548851,390467,connect,ended,-16.0,,,
548993,214091,mobile,ended,-43.0,,,
549007,352730,mobile,ended,-365.0,,,
549039,222072,mobile,ended,-109.0,,,
549055,399618,mobile,ended,0.0,,,
549238,196929,mobile,ended,13.0,,,
545431,393723,connect,ended,66.0,,,
545476,410832,mobile,ended,-101.0,,,
545684,247971,mobile,ended,-29.0,,,
545792,337217,mobile,ended,-72.0,,,
545814,404868,mobile,ended,6.0,,,
545833,390590,connect,ended,46.0,,,
545868,278398,mobile,ended,-73.0,,,
545984,305525,connect,ended,-253.0,545963.0,720.0,
545988,397470,mobile,ended,-51.0,,,
546447,395266,mobile,ended,-22.0,,,150.0
546524,354515,mobile,ended,140.0,,,
546533,392368,connect,ended,-276.0,,,30.0
546537,400478,mobile,ended,-34.0,,,
546554,341498,mobile,ended,111.0,,,
546636,399528,connect,ended,4.0,545268.0,540.0,
546692,346697,mobile,ended,549.0,,,
546793,373856,mobile,ended,-240.0,,,
546825,261686,mobile,ended,-8.0,,,
546873,380584,mobile,ended,-23.0,,,
547172,337897,mobile,ended,23.0,,,
547206,285172,mobile,ended,316.0,,,
547225,335258,mobile,ended,-150.0,,,
547254,396528,mobile,ended,232.0,,,
547344,357721,mobile,ended,132.0,,,
547384,305307,mobile,ended,-12.0,,,
547458,278640,connect,ended,-8.0,,,
547487,384747,mobile,ended,804.0,,,
547672,383110,connect,ended,7.0,,,150.0
547684,347873,connect,ended,-79.0,,,
547717,409298,mobile,ended,152.0,,,
547718,355900,connect,ended,-20.0,,,
547808,347319,mobile,ended,-141.0,,,
547811,403871,mobile,ended,-122.0,,,
548074,369158,mobile,ended,41.0,,,
548185,385295,mobile,ended,129.0,538747.0,600.0,
548272,317330,connect,ended,-21.0,548279.0,0.0,
548467,411007,mobile,ended,-205.0,,,
548581,411464,mobile,ended,130.0,,,
548672,405417,mobile,ended,17.0,,,
548749,373657,mobile,ended,41.0,,,
548867,217819,mobile,ended,-134.0,544074.0,270.0,
548905,402879,mobile,ended,122.0,,,
548952,356630,mobile,ended,-88.0,523527.0,720.0,
549012,321273,mobile,ended,-793.0,,,
549037,390352,mobile,ended,-126.0,,,
549188,380584,mobile,ended,11.0,,,
549274,349011,mobile,ended,17.0,,,
549357,364976,mobile,ended,-73.0,,,
549564,338935,mobile,ended,1060.0,,,
549568,384056,mobile,ended,-19.0,,,
549575,369381,mobile,ended,5.0,,,
549583,330679,mobile,ended,39.0,,,
549587,381857,connect,ended,-5.0,,,
549641,313957,mobile,ended,-66.0,,,
549648,408363,mobile,ended,-195.0,,,
550218,394801,mobile,ended,30.0,,,
550308,361580,mobile,ended,-49.0,,,
550315,407074,mobile,ended,58.0,,,
550418,204797,mobile,ended,11.0,,,
550420,412122,mobile,ended,-7.0,,,
550449,405028,mobile,ended,-135.0,,,
550479,265239,connect,ended,51.0,520615.0,0.0,
550600,269871,mobile,ended,-71.0,,,
550736,391295,mobile,ended,-28.0,,,
550792,358856,mobile,ended,-411.0,,,
550843,409894,mobile,ended,101.0,,,
551131,407465,connect,ended,76.0,,,
551186,401436,mobile,ended,-194.0,,,
551199,216925,mobile,ended,119.0,,,
551238,387881,mobile,ended,62.0,,,
551268,395374,mobile,ended,48.0,,,
551287,336126,mobile,ended,-128.0,,,
551453,384536,mobile,ended,-225.0,,,
551639,400004,mobile,ended,-2.0,,,
551678,365926,connect,ended,-202.0,,,570.0
551714,396183,mobile,ended,-729.0,,,
551791,291982,mobile,ended,-118.0,,,
551959,399692,mobile,ended,112.0,,,
551991,310534,mobile,ended,38.0,,,
552198,304646,mobile,ended,67.0,,,
552365,404130,connect,ended,12.0,553206.0,480.0,60.0
552537,379208,mobile,ended,-2.0,,,
552549,378045,mobile,ended,91.0,,,
552565,389441,mobile,ended,7.0,,,
552602,312572,mobile,ended,2949.0,,,
552709,255377,connect,ended,-201.0,,,
505594,347865,mobile,ended,46.0,,,
505617,375834,mobile,ended,-54.0,,,
507978,288425,mobile,ended,61.0,,,
512562,321069,mobile,ended,104.0,,,360.0
513126,400468,mobile,ended,53.0,,,
513468,341909,mobile,ended,49.0,,,
517318,371828,mobile,ended,254.0,,,
518673,245197,mobile,ended,26.0,,,
519918,401719,mobile,ended,16.0,,,
520333,372779,mobile,ended,-222.0,,,
520341,370161,mobile,ended,15.0,,,
521154,346734,mobile,ended,7.0,,,
521323,393670,mobile,ended,-22.0,,,
